"MlsNumber","LivingArea","YearBuilt","MunicipalTax","SchoolTax","CondoFees","HeatingEnergy","HeatingSystem","Proximity","SewageSystem","LotAssessment","BuildingAssessment","Pool","View","Garage","Parking","Zoning","WaterSupply","LotDepth","LotFrontage","Area","MunicipalAssessment","FloorCovering","Topography","Insurance"
"17858694","1,132 SF","2009","$1,915.00","$375.00",,"Electricity",,"Bicycle path, Public transportation, Park, Elementary school, Hospital, University, CEGEP, Highway, High school, Metro","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"N/A","$240,300.00",,,
"17859154","608 SF","2007","$1,485.00","$313.00",,"Electricity",,"Hospital, Metro, Public transportation, Highway, Bicycle path, Elementary school, Commuter train, CEGEP, Golf, Park, High school","Municipality",,,,"View of the city, Panoramic","Built-in, Heated","Garage : 1",,"Municipality",,,"N/A","$174,800.00",,,
"17861451",,"1924","$4,635.00","$1,108.00",,"Natural gas",,"Park, Bicycle path","Municipality",,,,,,"Driveway : 2",,"Municipality",,,"3,021.4 SF","$650,400.00",,"Flat",
"17867447",,"INCO","$3,673.00","$690.00",,"Natural gas",,,"Municipality",,,,,"Built-in","Garage : 1, Driveway : 2","Residential","Municipality",,,"3,758 SF","$377,300.00",,,
"17868798","705 SF","CONS",,,,"Electricity",,"Elementary school, Public transportation, Highway, Park, High school, University, Hospital, Commuter train, Bicycle path","Municipality",,,,,"Heated","Garage : 1Garage : 1",,"Municipality",,,"N/A",,,,
"17870678","1,329 SF","1960","$2,996.00","$547.00",,"Dual energy, Heating oil",,"Hospital, Public transportation, Park, Elementary school, Bicycle path, Highway, High school","Municipality",,,,,"Single width, Built-in","Garage : 1, Driveway : 2",,"Municipality",,,"6,802 SF irr.","$334,300.00",,,
"17874994",,"1986","$5,820.00","$1,329.00",,"Electricity",,"High school, Bicycle path, Public transportation, Cross-country skiing, Highway, CEGEP, Elementary school, Commuter train, Park, Hospital, Golf","Municipality",,,,"Panoramic, View of the water","Built-in, Double width or more, Attached","Garage : 2, Driveway : 6",,"Municipality",,,"14,070.58 SF","$759,900.00",,"Sloped",
"17896798","710 SF","ACONS",,,,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"17919682",,"1927","$2,336.00","$1.00",,"Electricity",,"University, Bicycle path, Highway, Park, Elementary school, CEGEP, Metro, Public transportation, Hospital, High school, Golf","Municipality",,,,,,"Driveway : 2","Residential","Municipality",,,"2,250 SF","$248,267.00","Wood, Ceramic","Flat",
"17928336","745 SF","2012","$1,600.00","$339.00",,"Electricity",,"Hospital, Park, University, CEGEP, Elementary school, Bicycle path, Highway, Metro, High school, Public transportation","Municipality",,,,,,,,"Municipality",,,"N/A","$195,000.00",,,
"17928923","65.8 SF","2013","$2.00","$2.00",,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"N/A","$4.00",,,
"17931997","1,194.79 SF","INCO","$2,942.00","$631.00",,"Electricity",,"Park, Public transportation, Elementary school","Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"17950341","1,009 SF","1991","$2,029.00","$420.00",,"Electricity",,"University, Park, Public transportation, Bicycle path, Metro, Hospital, Services, restos, acc�s autoroutes, centre-ville.., High school, Highway, Elementary school","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"N/A","$228,100.00",,,
"17954766",,"1962","$1,876.00","$380.00",,"Heating oil",,"CEGEP, Public transportation, Commuter train, Elementary school, Hospital, High school, Highway","Municipality",,,,,,"Carport : 1, Driveway : 3",,"Municipality",,,"6,015 SF","$216,100.00",,,
"17964671","755 SF","2012",,,,"Electricity",,"Highway, Bicycle path, CEGEP, Hospital, Commuter train, Elementary school, Park, Public transportation, High school","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"N/A",,,,
"17973104","846 SF","2013",,,,"Electricity",,"Highway, Public transportation, Elementary school","Municipality",,,,,,,,"Municipality",,,"813.97 SF",,,,
"17985020","983 SF","1984","$1,239.00","$258.00",,"Electricity",,"Park, Public transportation, Elementary school","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"N/A","$149,900.00",,,
"17993806","911 SF","1987","$2,206.00","$474.00",,"Electricity, Wood",,"Golf, Highway, Public transportation, Alpine skiing, Bicycle path, University, Park","Municipality",,,,,,"Garage : 1",,"Municipality",,,"N/A","$291,500.00",,,
"17996380",,"INCO",,,,,,,"Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"18010277",,"1981","$3,243.00","$636.00",,"Electricity",,"Highway, Golf, Elementary school, CEGEP, Bicycle path, High school, Commuter train, Public transportation, Park","Municipality",,,,,"Built-in, Single width","Garage : 1, Driveway : 1",,"Municipality",,,"4,080 SF","$360,600.00",,,
"18032177","1,117 SF","ACONS",,,,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"18034390",,"1914","$8,153.00","$1,635.00",,"Natural gas",,"University, High school, Public transportation, Cross-country skiing, CEGEP, Park, Hospital, Bicycle path, Elementary school, Metro, Highway","Municipality",,,,,,"Driveway : 2",,"Municipality",,,"2,463.86 SF irr.","$989,300.00",,,
"18036080",,"INCO",,,,,,,"Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"18036265","887 SF","ACONS",,,,"Electricity",,"Elementary school, Park, Metro, Hospital, Highway, Bicycle path, University, Commuter train, CEGEP, High school, Public transportation","Municipality",,,,"View of the city, Panoramic",,,,"Municipality",,,"N/A",,,,
"18040473",,"1965","$3,263.00","$567.00",,"Natural gas",,"High school, Elementary school, Cross-country skiing, Highway, Public transportation, Hospital, Bicycle path, Park","Municipality",,,,,"Single width, Built-in","Garage : 1",,"Municipality",,,"5,999.8 SF irr.","$327,600.00",,"Flat",
"18041967",,"1931","$5,556.00","$1,105.00",,"Electricity",,"Metro, High school, Bicycle path, Park, Highway, Elementary school, Public transportation","Municipality",,,,,,,,"Municipality",,,"1,767 SF irr.","$535,000.00",,,
"18042671","863 SF","ACONS",,,,"Electricity",,"Park, Metro, Public transportation","Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"18046939","833 SF","1984","$1,823.00","$340.00",,"Electricity",,"Bicycle path, Park, Public transportation, services et centres commerciaux , Highway","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"N/A","$188,400.00",,,
"18051258",,"1922","$4,939.00","$899.00",,,,,"Municipality",,,,,,,"Residential","Municipality",,,"N/A","$602,400.00",,,
"18062572","787.92 SF","2005","$3,750.00","$363.00",,"Electricity",,,"Municipality",,,,"Panoramic","Single width, Heated","Garage : 1Garage : 1",,"Municipality",,,"N/A","$182,200.00",,,
"18063230","495 SF","1984","$730.00","$178.00",,"Electricity",,"University, Elementary school, Metro, Bicycle path, Park, High school, Public transportation, CEGEP, Hospital","Municipality",,,,,,,,"Municipality",,,"N/A","$823,700.00",,,
"18063545","1,388 SF","2010","$3,742.00","$769.00",,"Electricity",,"Public transportation, Metro, Bicycle path, High school, Cross-country skiing, Highway, University, Park, Hospital, Elementary school","Municipality",,,,,"Single width, Heated","Garage : 1",,"Municipality",,,"N/A","$456,300.00",,,
"18065054",,"1927","$6,746.00","$503.00",,,,"Highway, Metro, Public transportation","Municipality",,,,,"Heated, Built-in","Garage : 1","Commercial, Residential","Municipality",,,"2,377.75 SF irr.","$302,100.00",,,
"18065315","596.3 SF","1990","$1,114.00","$167.00",,"Electricity, Wood",,"Bicycle path, Public transportation, CEGEP, Elementary school, High school","Municipality",,,"Inground",,,"Driveway : 1",,"Municipality",,,"N/A","$133,600.00",,,
"18073850","838 SF","2010","$3,872.00","$850.00",,"Electricity",,"Bicycle path, Hospital, CEGEP, Public transportation, Restos-boutique-Place des Arts-M�tro, University, Highway","Municipality",,,"Inground, Indoor, Heated","Panoramic, View of the city","Heated, Single width","Garage : 1Garage : 1",,"Municipality",,,"N/A","$511,600.00",,,
"18085191",,"1961","$3,179.00","$550.00",,"Natural gas",,"Commuter train, Golf, Hospital, Elementary school, Park, Alpine skiing, CEGEP, Bicycle path, High school, Cross-country skiing, Public transportation, Highway","Municipality",,,,,"Built-in","Garage : 1, Driveway : 2",,"Municipality",,,"5,912.62 SF","$316,700.00",,"Flat",
"18090722",,"1958","$2,507.00","$519.00",,"Electricity",,,"Municipality",,,,,,,"Residential","Municipality",,,"1,520 SF","$291,800.00","Wood, Laminate floor, Ceramic, Carpet",,
"18103072",,"1934",,,,"Electricity",,,"Municipality",,,,,,,"Commercial","Municipality",,,"N/A",,,,"$1,950.00"
"18117984",,"1973","$4,456.00","$846.00",,"Natural gas, Electricity",,"Park, Commuter train, Elementary school, Highway, Bicycle path, High school, Public transportation, Hospital","Municipality",,,"Inground",,"Attached","Garage : 1, Driveway : 4",,"Municipality",,,"5,629 SF","$501,600.00",,,
"18121881","990 SF","1990","$2,265.00","$510.00",,"Electricity",,"Highway, Metro, Golf, Elementary school, University, High school, Bicycle path, Cross-country skiing, Commuter train, Hospital, Park, CEGEP, Public transportation","Municipality",,,"Heated, Indoor, Inground",,"Heated, Built-in","Garage : 1",,"Municipality",,,"N/A","$259,400.00",,,
"18121884",,"1961","$6,543.00","$1,219.00",,"Dual energy, Heating oil",,"Elementary school, Public transportation, High school, Metro, Hospital, Highway","Municipality",,,,,"Double width or more, Attached","Garage : 2, Driveway : 2",,"Municipality",,,"9,998 SF irr.","$670,300.00",,"Flat",
"18126673","1,099 SF","2014",,,,"Electricity",,"High school, Commuter train, Bicycle path, Golf, Park, Public transportation, Elementary school, Highway","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"N/A",,,,
"18129909","1,693.16 SF","INCO","$4,632.00","$946.00",,,,"Elementary school, High school, Hospital, Metro, Highway","Municipality",,,,,,"License tag : 1",,"Municipality",,,"6,024.56 SF","$612,200.00",,,
"18130109","1,711 SF","1999","$7,439.00","$1,638.00",,"Electricity",,"Bicycle path, Park, Highway, Public transportation, Hospital, Commuter train, Golf","Municipality",,,"Indoor, Inground, Heated, Common spa","Panoramic, View of the water",,"Garage : 2",,"Municipality",,,"N/A","$976,500.00",,,
"18166081","679.2 SF","2010","$1,996.00","$411.00",,"Electricity",,"Metro, Highway, Hospital, University, Public transportation, Bicycle path, Park","Municipality",,,,,"Attached, Built-in, Heated, Single width","Garage : 41Garage : 41",,"Municipality",,,"N/A","$241,000.00",,"Flat",
"18172339","1,250 SF","2014",,,,"Electricity",,"Public transportation, Bicycle path, Metro","Municipality",,,,,,,,"Municipality",,,"3,376.64 SF irr.",,,,
"18174158",,"1960","$2,707.00","$572.00",,"Electricity, Heating oil",,"Park, High school, Elementary school, Public transportation, Highway","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"N/A","$331,000.00",,,
"18182798","933.2 SF","1987","$1,900.00","$351.00",,"Electricity",,"Highway, Park, Public transportation, Elementary school, High school, Bicycle path","Municipality",,,,,"Built-in, Single width, Heated","Garage : 1",,"Municipality",,,"N/A","$207,200.00",,,
"18183717","1,483 SF","2006","$3,750.00","$950.00",,"Electricity",,"CEGEP, Public transportation, Metro, Park, Highway, Bicycle path","Municipality",,,,,"Tandem","Garage : 2Garage : 2",,"Municipality",,,"N/A","$420,600.00",,,
"18187206","835 SF","2007","$2,716.00","$597.00",,"Electricity",,"Hospital, Park, Highway, University, Public transportation, Metro, Bicycle path, CEGEP","Municipality",,,,"Park, View of the city",,,,"Municipality",,,"N/A","$333,900.00",,,
"18187799",,"1959","$2,676.00","$553.00",,"Electricity",,"Metro, M�tro Langelier, Domaine Shopping Centre, Public transportation, CEGEP, Elementary school, High school, Highway","Municipality",,,,,,,"Residential","Municipality",,,"232.3 SF","$345,000.00","Wood, Ceramic",,
"18191928","1,020 SF","1988","$1,772.00","$363.00",,"Electricity",,"High school, Elementary school, Hospital, Highway, Park, Public transportation, CEGEP","Municipality",,,,,"Built-in","Garage : 1",,"Municipality",,,"N/A","$212,000.00",,,
"18199335","1,174 SF","2007","$2,650.00","$585.00",,"Electricity",,"Park, High school, Elementary school, Public transportation, Hospital, Bicycle path","Municipality",,,,,"Built-in, Heated, Single width","Garage : 1, Driveway : 1",,"Municipality",,,"N/A","$232,200.00",,,
"18203707","1,413 SF","1942","$3,562.00","$731.00",,"Electricity",,"Metro, Park, CEGEP, High school, Elementary school, Public transportation, Bicycle path, University","Municipality",,,,,,,,"Municipality",,,"N/A","$410,900.00",,,
"18219067","1,515.28 SF","1914","$5,250.00","$730.00",,"Electricity, Natural gas",,"Golf, High school, Commuter train, Bicycle path, Cross-country skiing, Hospital, University, Public transportation, Highway, Elementary school, Park","Municipality",,,,,,"Driveway : 2",,"Municipality",,,"1,927.3 SF","$430,000.00",,"Flat",
"18225047",,"1975","$2,343.00","$456.00",,"Natural gas",,"Public transportation, Hospital, Park, Highway","Municipality",,,"Inground",,"Heated, Single width, Built-in","Garage : 1Garage : 1",,"Municipality",,,"3,968.65 SF","$245,400.00",,,
"18226787","948 SF","2014",,,,"Electricity",,"Commuter train, Park, Highway, Golf, Bicycle path, Public transportation, Elementary school, High school","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"N/A",,,,
"18235264","1,003 SF","1983","$1,544.00","$303.00",,"Electricity",,"CEGEP, Park, Highway, Bicycle path, Elementary school, High school, Commuter train, Public transportation, Hospital","Municipality",,,,,,"Driveway : 1Driveway : 1",,"Municipality",,,"N/A","$167,900.00",,"Flat",
"18239451","704 SF","2010","$1,991.00","$415.00",,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"N/A","$237,200.00",,,
"18247180","595 SF","ACONS",,,,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"N/A",,,,
"18253956","1,010 SF","2014",,,,"Electricity",,"Bicycle path, Elementary school, High school, Park, Golf, Commuter train, Public transportation, Highway","Municipality",,,,,,"Driveway : 1",,"Municipality",,,"N/A",,,,
"18268017",,"INCO","$1,476.00","$291.00",,"Electricity",,"Highway, High school, Elementary school, Hospital, Public transportation, Park","Municipality",,,,,"Single width, Attached","Garage : 1, Driveway : 2",,"Municipality",,,"1,805 SF","$141,900.00",,"Flat",
"18269668","681 SF","2013",,,,"Electricity",,"Hospital, Commuter train, Fairview shopping Mall, Bicycle path, CEGEP, High school, Highway, Park, Public transportation, Elementary school, Golf","Municipality",,,,"View of the city",,"Driveway : 1Driveway : 1",,"Municipality",,,"N/A",,,"Flat",
"18271502","1,081 SF","2014",,,,"Electricity",,"Public transportation, Park, CEGEP, Bicycle path, Hospital, CHINA TOWN, Highway, University, Metro","Municipality",,,,"View of the city",,,,"Municipality",,,"N/A",,,"Sloped",
"18282140","1 SF","2005","$4,682.00","$978.00",,"Electricity, Dual energy, Natural gas",,"Highway, High school, Park, Public transportation, Elementary school, Commuter train","Municipality",,,,,"Single width","Garage : 1, Driveway : 8",,"Municipality",,,"6,885.67 SF irr.","$631,200.00",,,
"18285410",,"1963","$3,495.00","$722.00",,"Electricity",,"Bicycle path, Tunnel LH Lafontaine, High school, Metro, Park, Hospital, Highway, Public transportation, Elementary school","Municipality",,,,,"Single width","Driveway : 1, Garage : 1","Residential","Municipality",,,"1,992 SF","$400,000.00",,"Flat",
"18294152",,"1985","$1,877.00","$399.00",,"Electricity",,,"Municipality",,,,,,,,"Municipality",,,"N/A","$232,800.00",,,
"18297859","825 SF","2013",,,,"Electricity, Geotermie",,"Metro, Elementary school, Public transportation, Bicycle path, Cross-country skiing, Hospital, Golf, University, Park, Highway, High school, CEGEP","Municipality",,,"Common spa, Heated, GYM, Indoor, Inground","View of the water, View of the city, View of the mountain, Panoramic",,"Garage : 1",,"Municipality",,,"N/A",,,"Flat",
"18299771",,"1986","$3,334.00","$619.00",,"Electricity",,"High school, Bicycle path, Park, Highway, Elementary school, Public transportation, Galerie D'Anjou, Costco, R�no D�p�t","Municipality",,,,,"Single width, Built-in, Attached","Driveway : 1, Garage : 1",,"Municipality",,,"2,909 SF","$354,100.00",,"Flat",
"18303614",,"1987","$1,864.00","$392.00",,"Electricity",,,"Municipality",,,"Inground",,"Built-in","Garage : 1",,"Municipality",,,"N/A","$229,100.00",,,
"18308093","587.71 SF","1906","$1,473.00","$320.00",,"Electricity",,"Public transportation, Golf, Highway, Metro, CEGEP, Bicycle path, Park, Cross-country skiing, Hospital, Elementary school, High school","Municipality",,,,,,"Driveway : 1Driveway : 1",,"Municipality",,,"N/A","$175,200.00",,"Flat",
"18309784","822.36 SF","2008","$1,500.00","$285.00",,"Electricity",,,"Municipality",,,,,"Single width, Heated","Garage : 1",,"Municipality",,,"N/A","$153,700.00",,,
